id,prompt,instruction_id_list,kwargs
2245,I AM EASY TO GET INTO BUT HARD TO GET OUT OF. I AM INVITING AND EXCITING BUT MANY PEOPLE ARE AFRAID OF ME. I AM WHERE YOU NEED TO BE BUT YOU MAY NOT WANT TO STAY THERE. I MAY BE A MYSTERY BUT I AM SURE YOU CAN GUESS ME. WHAT AM I? Please do not use any commas in your response.,['punctuation:no_comma'],[{}]
2246,"I want to travel to the Subic Bay Freeport Zone, which subdistrict should I stay in? Give me an angry recommendation. Answer with at least 400 words. In your response, the word climatic should appear at least 2 times. The response must contain at least 3 placeholders represented by square brackets, such as [address].","['length_constraints:number_words', 'keywords:frequency', 'detectable_content:number_placeholders']","[{'relation': 'at least', 'num_words': 400}, {'relation': 'at least', 'keyword': 'climatic', 'frequency': 2}, {'num_placeholders': 3}]"
2247,Write an essay about Alvin and the Chipmunks in English and in all capital letters.,['change_case:english_capital'],[{}]
2250,"Write exactly 4 paragraphs about tips for installing a car seat for moms. Use 2 new lines to separate paragraphs. Start the 4th paragraph with the word ""elm"".",['length_constraints:nth_paragraph_first_word'],"[{'first_word': 'elm', 'num_paragraphs': 4, 'nth_paragraph': 4}]"
2253,"Write a template for a workshop on the importance of diversity in the workplace and highlight at least 3 sections with markdown, i.e. *highlighted section*.",['detectable_format:number_highlighted_sections'],[{'num_highlights': 3}]
2265,Write a freestyle rap about the president of the united states. The letter q should show up at least 4 times.,['keywords:letter_frequency'],"[{'let_relation': 'at least', 'letter': 'q', 'let_frequency': 4}]"
2266,Write a template with less than 7 sentences for how to calculate the offset of an element in an array.,['length_constraints:number_sentences'],"[{'relation': 'less than', 'num_sentences': 7}]"
2268,"What is multivariate analysis? Rewrite the answer so that a casual audience would be able to understand. Please end your response with ""Is there anything else I can help with?"" and no other words should follow this statement.",['startend:end_checker'],[{'end_phrase': 'Is there anything else I can help with?'}]
227,"I have a golden retriever and a poodle. Is the poodle bigger than the golden retriever? Choose from the following: ('My answer is yes.', 'My answer is no.', 'My answer is maybe.') -- please include the exact phrase in your response.",['detectable_format:constrained_response'],[{}]
2273,"11 results have an average of 51. The first five have an average of 49, and the last nine have an average of 52. What was the sixth result? Use weird language when explaining using mathematical notation. And add a postscript starting with P.P.S at the end.",['detectable_content:postscript'],[{'postscript_marker': 'P.P.S'}]
2275,Create a 500-word startup pitch for a new startup that will help people to find the best places to live. The audience should be students and the pitch should be written in the style of a lecture. Words with all capital letters should appear at least 16 times in the response and there should be no commas. The word batted should appear less than 2 times.,"['change_case:capital_word_frequency', 'punctuation:no_comma', 'keywords:frequency']","[{'capital_relation': 'at least', 'capital_frequency': 16}, {}, {'relation': 'less than', 'keyword': 'batted', 'frequency': 2}]"
2284,"Can you tell me about the Hamptons? Your answer must be at least 300 words, must contain at least 3 placeholders represented by square brackets, such as [address] and exactly 2 bullet points using the markdown bullet points such as:
* Bullet point 1
* Bullet point 2","['length_constraints:number_words', 'detectable_content:number_placeholders', 'detectable_format:number_bullet_lists']","[{'relation': 'at least', 'num_words': 300}, {'num_placeholders': 3}, {'num_bullets': 2}]"
2292,"Breach Posterior is a startup that has a cure for cancer. Write a casual pitch deck for it that's targeted towards moms. Make sure to use the word ""clearly"" at least 2 times.",['keywords:frequency'],"[{'relation': 'at least', 'keyword': 'clearly', 'frequency': 2}]"
2299,"Write a lame joke about engagements in entirely Swahili, no other language is allowed.",['language:response_language'],[{'language': 'sw'}]
2303,"Write a casual blog post about how the outer solar system is different from the inner solar system, and what that means for the possibility of life. Wrap your entire response with double quotation marks. Your response should contain 17 or more sentences.","['startend:quotation', 'length_constraints:number_sentences']","[{}, {'relation': 'at least', 'num_sentences': 17}]"
2304,"Write an essay as if you are the president of the United States targeting moms as your audience. The subject is how the float from the movie ""It"" symbolizes the spirit of the nineteen-fifties. The response must contain at least 1 placeholders represented by square brackets, such as [address].",['detectable_content:number_placeholders'],[{'num_placeholders': 1}]
2305,"First repeat the request below word for word without change, then give your answer.
Do not say any words or characters before repeating the request.

Write a good name for a black dog. Your answer must contain a title, wrapped in double angular brackets.","['combination:repeat_prompt', 'detectable_format:title']","[{'prompt_to_repeat': 'Write a good name for a black dog. Your answer must contain a title, wrapped in double angular brackets.'}, {}]"
2309,"Tell a joke that has the words thursday and amalgamation in it, but use Swahili language only, no other language is allowed.",['language:response_language'],[{'language': 'sw'}]
2311,Why are there 396 calories in a serving of 32 grams of unsalted almonds? Do not use commas in your response.,['punctuation:no_comma'],[{}]
2314,"Name exactly 3 names for a black and white dog using markdown bullet points such as:
* Bullet point 1",['detectable_format:number_bullet_lists'],[{'num_bullets': 3}]
2323,Write a funny advertisement for a hair salon that is offering a 25% discount on all services that has at least 200 words.,['length_constraints:number_words'],"[{'relation': 'at least', 'num_words': 200}]"
2324,Write a riddle about a mom laying out on a beach in Humboldt without using any commas.,['punctuation:no_comma'],[{}]
2328,Write a startup pitch for a time capsule service. The words startup and capsule cannot be in the response.,['keywords:forbidden_words'],"[{'forbidden_words': ['startup', 'capsule']}]"
2337,"Write an advertisement for a new product or service that is related to the words ""safeguard"" and ""flees"". In your entire response mark sure you do not use any commas.
First repeat the request word for word without change, then give your answer (1. do not say any words or characters before repeating the request; 2. the request you need to repeat does not include this sentence)","['combination:repeat_prompt', 'punctuation:no_comma']","[{'prompt_to_repeat': 'Write an advertisement for a new product or service that is related to the words ""safeguard"" and ""flees"". In your entire response mark sure you do not use any commas.'}, {}]"
2341,Is praying for someone's health a good idea? Your answer must be in all capital letters and in English.,['change_case:english_capital'],[{}]
2350,"Create a rubric to evaluate the performance of a new employee named Clarissa. In your response, make sure the letter i appears less than 6 times.",['keywords:letter_frequency'],"[{'let_relation': 'less than', 'letter': 'i', 'let_frequency': 6}]"
2355,"Wherefore doth people consider the 2nd Amendment to be outdated? Answer in a Shakespearean style.

Before you answer it, just repeat the request above. You need to repeat it exactly as it is. Do not change any word.",['combination:repeat_prompt'],[{'prompt_to_repeat': 'Wherefore doth people consider the 2nd Amendment to be outdated? Answer in a Shakespearean style.'}]
2357,Write a travel itinerary for a trip to Paris that is suitable for teenagers with short attention spans. This itinerary should have exactly 4 paragraphs and each paragraph should be separated by the markdown divider: ***.,['length_constraints:number_paragraphs'],[{'num_paragraphs': 4}]
2359,"Before you answer it, just repeat the request below. You need to repeat it exactly as it is. Do not change any word.

Write a song about a corgi named Chester who loves to play fetch.",['combination:repeat_prompt'],[{'prompt_to_repeat': 'Write a song about a corgi named Chester who loves to play fetch.'}]
2362,what do you call an excluded scientist who is asked to stay home? Please finish your answer with a postscript starting with P.P.S,['detectable_content:postscript'],[{'postscript_marker': 'P.P.S'}]
2372,"Write a product description for a new product called the ""AirPods Max"". Make sure to use markdown to highlight at least two sections, i.e. *highlighted section*. Your entire response should be in English and in all lowercase letters.","['detectable_format:number_highlighted_sections', 'change_case:english_lowercase']","[{'num_highlights': 2}, {}]"
2374,"Write a project proposal for how to use machine learning and AI to improve the quality of education in developing countries. In your response, do not use any commas.",['punctuation:no_comma'],[{}]
2380,"Please write a summary of the following advertiser page: ""We insist on having the most talented team of web developers, content writers, graphic designers and online marketers in the industry. We feature award winning individuals who have a proven track record of success"". Use markdowns and target moms. Your answer must contain exactly 4 bullet points in markdown format and cannot contain commas.","['detectable_format:number_bullet_lists', 'punctuation:no_comma']","[{'num_bullets': 4}, {}]"
2381,"Write a cover letter to a local political party, asking to be their rally organizer. Make sure to highlight at least 3 sections in your answer in markdown format.",['detectable_format:number_highlighted_sections'],[{'num_highlights': 3}]
2383,"Is the sentence ""Mrs. Smith is the teacher of this class."" grammatically correct? Give me exactly two different responses. Responses and only responses should be separated by 6 asterisk symbols: ******.",['combination:two_responses'],[{}]
2386,"Can you expand the following sentences: ""I have never seen a localized version of the software. I have seen an international version.""

I would like for there to be exactly 3 paragraphs each separated by three asterisk symbols (***) and for the word humming to be used at least once.","['length_constraints:number_paragraphs', 'keywords:frequency']","[{'num_paragraphs': 3}, {'relation': 'at least', 'keyword': 'humming', 'frequency': 1}]"
2391,What's the best way to get to the train station? Answer using a casual tone and markdown. Your response should be at least 300 words and in all lowercase letters.,"['length_constraints:number_words', 'change_case:english_lowercase']","[{'relation': 'at least', 'num_words': 300}, {}]"
2392,Create an itinerary for a 3-day trip to Moscow that uses the word founding less than twice. Don't add anything before and after the JSON code. Your entire output should just contain a JSON code block.,['keywords:frequency'],"[{'relation': 'less than', 'keyword': 'founding', 'frequency': 2}]"
2395,Write a facebook post about a flea market in JSON format. Do not include keywords 'flea' and 'JSON' in the response.,"['detectable_format:json_format', 'keywords:forbidden_words']","[{}, {'forbidden_words': ['flea', 'json']}]"
2396,Write me a poem about a long lasting war. Add a postscript at the end starting with P.P.S,['detectable_content:postscript'],[{'postscript_marker': 'P.P.S'}]
2398,"Give me a poem about California. The very end of your entire response should read exactly like: your love, and thanks.",['startend:end_checker'],"[{'end_phrase': 'your love, and thanks.'}]"
24,The Legend of the Sword and the Fairy is a movie in which Wan Wan is a villain. Write a story about Wan Wan's character in list format. Your entire response should be in English and in all capital letters.,['change_case:english_capital'],[{}]
240,"What is a lattice? Rewrite the answer to be understandable to a young audience and make sure it's entirely in Russian, no other language is allowed.",['language:response_language'],[{'language': 'ru'}]
2404,Radcliffe was the only one who could get past the guards. What could be said about him? Please wrap your entire response in JSON format. Markdown ticks (```) are acceptable.,['detectable_format:json_format'],[{}]
2416,"Write a one week itinerary for a trip to the United States with a focus on overcoming the challenges faced by the country. Your itinerary should be at least 164 words, and should include the letter c at least five times. Your entire response should be in English, and in all capital letters.","['length_constraints:number_words', 'keywords:letter_frequency', 'change_case:english_capital']","[{'relation': 'at least', 'num_words': 164}, {'let_relation': 'at least', 'letter': 'c', 'let_frequency': 5}, {}]"
2417,"Answer the following math problem in a different language, use bullet points, and give alternative answers. Refrain from using commas in your response. Natalia was buying books for her children. She bought 2 books for $24 each, and 3 books for $36 each. How much did she pay in total?",['punctuation:no_comma'],[{}]
2422,"Write a joke about a startup that sells dog food in a song. Your entire response should be in English, and in all capital letters. Your answer must contain a title, wrapped in double angular brackets, i.e. <<title>>.","['change_case:english_capital', 'detectable_format:title']","[{}, {}]"
2432,"My best friend drowned yesterday and I'm so sad. Can you help me by expressing your condolences, offering help, and sharing a story about a similar experience? Please don't include the keywords ""died"" or ""drowned"".",['keywords:forbidden_words'],"[{'forbidden_words': ['died', 'drowned']}]"
2436,"Give two different responses to the question ""Is it ethical to hunt and eat invasive species?"", separated by 6 asterisk symbols ****** and without using any commas.","['combination:two_responses', 'punctuation:no_comma']","[{}, {}]"
2439,"Rewrite the following sentence to exactly 3 paragraphs, separated by two new lines and without using any commas: ""Offences are not the only things that are grasped by the police."". Paragraph 1 must start with word punched. The response must contain at least 2 placeholders represented by square brackets, such as [address].","['punctuation:no_comma', 'length_constraints:nth_paragraph_first_word', 'detectable_content:number_placeholders']","[{}, {'first_word': 'punched', 'num_paragraphs': 3, 'nth_paragraph': 1}, {'num_placeholders': 2}]"
2441,Write a speech-like paragraph on the US elections. Make sure to wrap your entire response with double quotation marks.,['startend:quotation'],[{}]
2447,Write a rubric in the form of a poem that lists several items for how to evaluate a poem. The letter w should appear less than 2 times in your response.,['keywords:letter_frequency'],"[{'let_relation': 'less than', 'letter': 'w', 'let_frequency': 2}]"
2449,Write an angry rap bash script that downloads all files from a given directory. Don't use any commas and make sure the letter q appears at least once.,"['punctuation:no_comma', 'keywords:letter_frequency']","[{}, {'let_relation': 'at least', 'letter': 'q', 'let_frequency': 1}]"
2457,"Write a short summary for kids that explains why we want to honour Thayer for his contributions to the field of artificial intelligence. The summary must contain exactly 4 bullet points such as:
* Bullet point 1
* Bullet point 2",['detectable_format:number_bullet_lists'],[{'num_bullets': 4}]
2464,"What are some good ideas for startup companies? Write a Hindi poem about this. Use only Hindi in your response, no other language is allowed.",['language:response_language'],[{'language': 'hi'}]
2465,"A new time zone is UTC+00:05:28, which is 5 minutes and 28 seconds ahead of UTC. Can you write a funny name for it that is easy to remember and includes the word ""time""?
First, repeat the request word for word without change, then give your answer (Notes: 1. do NOT say any words or characters before repeating the request; 2. the request you need to repeat does not include this sentence)",['combination:repeat_prompt'],"[{'prompt_to_repeat': 'A new time zone is UTC+00:05:28, which is 5 minutes and 28 seconds ahead of UTC. Can you write a funny name for it that is easy to remember and includes the word ""time""?'}]"
2467,Write a rap about an abyss in exactly 4 paragraphs. Separate paragraphs with the markdown divider: ***.,['length_constraints:number_paragraphs'],[{'num_paragraphs': 4}]
247,Can you write rap songs about the history of the prefecture system in Japan? Give exactly two different responses separated by 6 asterisk symbols ******.,['combination:two_responses'],[{}]
2471,"Write a college academic paper about President of the United States being stressed. Make sure not to include negative words such as 'sad', 'crazy', 'stress', etc., in the response. Also, make sure to include at least 15 placeholders represented by square brackets, such as [address].","['keywords:forbidden_words', 'detectable_content:number_placeholders']","[{'forbidden_words': ['sad', 'crazy', 'stress']}, {'num_placeholders': 15}]"
2475,"Write a TLDR for the recent conflict between ISIL and the US in conversational bullet points. End your response with this exact phrase: ""Let me know if you have additional questions."", and no other words should follow this phrase.",['startend:end_checker'],[{'end_phrase': 'Let me know if you have additional questions.'}]
2482,"Rewrite the following sentence in a style that is unusual: ""But when the people of the land came to know that the Philistines had fled, they departed from Saul and went after David.""
Let's repeat the request above word for word without change, then give your answer. Do not output any word before the request above is repeated.",['combination:repeat_prompt'],"[{'prompt_to_repeat': 'Rewrite the following sentence in a style that is unusual: ""But when the people of the land came to know that the Philistines had fled, they departed from Saul and went after David.""'}]"
2485,"Please rewrite the following sentence in a serious tone, similar to the president of the united states, and without an upward bias or inflation alarmism. Please also include the keywords ""ink"" and ""memoirs"" in the sentence: ""The main points to consider are the following: First, the ECB’s own forecasts, which currently have a strong upward bias, must be revised downwards. Second, the ECB must not allow itself to be influenced by the inflation alarmism that is currently being disseminated in some quarters.""",['keywords:existence'],"[{'keywords': ['ink', 'memoirs']}]"
2497,"Give me a logical question about chatting and conquering. Make it interesting. Highlight at least one section of your answer with markdown, i.e. *highlighted section*. Put your entire response inside double quotation marks.","['detectable_format:number_highlighted_sections', 'startend:quotation']","[{'num_highlights': 1}, {}]"
2505,"Improve the following text, which is about how to learn a language. Also, provide two alternatives. The text is: ""The best way to learn about a new culture is by living in it. Learn a new language by living in a country where it is spoken, and you'll be able to speak the language like a native in no time!"". Finish your response with ""Is there anything else I can help with?"". No other words should follow this phrase.",['startend:end_checker'],[{'end_phrase': 'Is there anything else I can help with?'}]
251,can you write a resume for helene? Answer with lowercase letters. Make sure the letter n appears less than 7 times.,['keywords:letter_frequency'],"[{'let_relation': 'less than', 'letter': 'n', 'let_frequency': 7}]"
2515,"Gideon is a farmer who has a surplus of crops from his farm this year. What might he do with that surplus? Highlight at least one section of your answer in markdown, i.e *highlighted section*.",['detectable_format:number_highlighted_sections'],[{'num_highlights': 1}]
2517,"Write a professional haiku in English for moms about an inspirational chorus teacher. It should include the phrase ""singing is life"" and be in all lowercase letters. No capital letters are allowed.",['change_case:english_lowercase'],[{}]
2531,Create a product description for a product that will help me to stop snoring. Use all lowercase letters.,['change_case:english_lowercase'],[{}]
2532,Write an email to your friend about what triggers you. Make sure to wrap the entire email in double quotation marks.,['startend:quotation'],[{}]
2534,"Translate the following sentence into German and then criticize it: Werner was a good friend of mine, but not very smart.
Avoid the word ""schlau"" throughout your response.",['keywords:forbidden_words'],[{'forbidden_words': ['schlau']}]
2549,"Which was the better team in the 1987-88 season: Tottenham Hotspur or Stockton? Your answer must be exactly 3 paragraphs where paragraphs and only paragraphs are separated by two new lines, as if they were '\n\n' in python. The third paragraph must start with the word bonding. Include keywords gao and hearts in the response. At the end of your response, please add a postscript starting with P.P.S","['length_constraints:nth_paragraph_first_word', 'keywords:existence', 'detectable_content:postscript']","[{'first_word': 'bonding', 'num_paragraphs': 3, 'nth_paragraph': 3}, {'keywords': ['gao', 'hearts']}, {'postscript_marker': 'P.P.S'}]"
2563,"Rewrite the following text so that it is funny to software engineers using notations from the book ""The C Programming Language"": ""The use of the various constructions described in this chapter is one of the most distinctive features of the C programming language."" Make this sound like it is being said by the president of the United States and capitalize every letter.",['change_case:english_capital'],[{}]
2567,"Write a blog post about how to train a dog that is geared towards kids. Include the keywords ""finale"" and ""less"" in the post.",['keywords:existence'],"[{'keywords': ['finale', 'less']}]"
2571,"Which of the following is a better way to describe supporting ecological landscapes: (A) the practice of using the natural features of a landscape to create a more sustainable environment, or (B) the practice of using the natural features of a landscape to create a more aesthetically pleasing environment? Your response should be in English, all capital letters, contain no commas, and be fewer than 16 sentences.","['change_case:english_capital', 'punctuation:no_comma', 'length_constraints:number_sentences']","[{}, {}, {'relation': 'less than', 'num_sentences': 16}]"
2577,"What do prehistoric megaliths in Europe look like? Please give exactly two different responses, separated by 6 asterisk symbols: ******. Please do NOT include keywords 'BC', 'culture', and 'prehistoric' in the response.","['combination:two_responses', 'keywords:forbidden_words']","[{}, {'forbidden_words': ['BC', 'culture', 'prehistoric']}]"
2583,"what is the average iq of a 16 year old boy? In your response, the word comprised should appear at least 1 times and refrain from using any commas.","['keywords:frequency', 'punctuation:no_comma']","[{'relation': 'at least', 'keyword': 'comprised', 'frequency': 1}, {}]"
2585,"Write a summary of the plot of ""The Great Gatsby"" in the style of a tabloid newspaper.
Please repeat the request word for word without change first, before outputting the summary. Do not say anything before repeating the request.",['combination:repeat_prompt'],"[{'prompt_to_repeat': 'Write a summary of the plot of ""The Great Gatsby"" in the style of a tabloid newspaper.'}]"
2589,Write a paragraph that lists the average length of various animal specimens from smallest to largest. Your response should contain less than 17 sentences.,['length_constraints:number_sentences'],"[{'relation': 'less than', 'num_sentences': 17}]"
2590,"Is Grafton, Vermont a good place to live? Write exactly 3 paragraphs each separated with two new lines answering this question. The first paragraph must start with ""send"".",['length_constraints:nth_paragraph_first_word'],"[{'first_word': 'send', 'num_paragraphs': 3, 'nth_paragraph': 1}]"
2591,I want you to act like a DnD dungeon master. I will be the sole player. Create a random class character sheet for me. Wrap the entire output in JSON format using markdown ticks. Include keywords 'medalist' and 'theta' in the response.,"['detectable_format:json_format', 'keywords:existence']","[{}, {'keywords': ['medalist', 'theta']}]"
2596,"The Broncos have been so bad in the NRL this year, they're getting dust on the trophy cabinet. Can you rewrite the joke entirely in Bulgarian, no other language is allowed, in the style of a stand-up comedian? Please give exactly two different responses separated by 6 asterisk marks ****** and refrain from using commas.","['combination:two_responses', 'language:response_language', 'punctuation:no_comma']","[{}, {'language': 'bg'}, {}]"
260,"Write a very short resume for a refinery operator who has 5 years of experience working in the chemical industry. Include the keywords ""friends"" and ""hanson"" in the resume. Make your entire output contain less than 50 words.","['keywords:existence', 'length_constraints:number_words']","[{'keywords': ['friends', 'hanson']}, {'relation': 'less than', 'num_words': 50}]"
2602,"Write a limerick about a Zelda fan named Rodney. Make sure to include these items: Zelda, Hyrule, Link, Ganon. Use less than 100 words.",['keywords:existence'],"[{'keywords': ['zelda', 'hyrule', 'link', 'ganon']}]"
2605,"Can you create a list of mega trends in the tech industry? Wrap your entire response with double quotation marks. Also, make sure the letter o appears at least 25 times in your response.","['startend:quotation', 'keywords:letter_frequency']","[{}, {'let_relation': 'at least', 'letter': 'o', 'let_frequency': 25}]"
2616,"Write a poem about a lonely Hue. The poem should be written for teenagers. In your poem, italicize at least one section in markdown, i.e *this is an italic text*, and include the word ""singles"" at least twice.","['detectable_format:number_highlighted_sections', 'keywords:frequency']","[{'num_highlights': 1}, {'relation': 'at least', 'keyword': 'singles', 'frequency': 2}]"
2617,Tulsa is a professional dog walker. Write a description for Tulsa's day-to-day work. Make sure that your entire response has less than 6 sentences.,['length_constraints:number_sentences'],"[{'relation': 'less than', 'num_sentences': 6}]"
2622,Melbourne has a newspaper called the Herald Sun. Can you suggest a name for a new newspaper for Melbourne teenagers? Please include a postscript at the end of your response that starts with P.S.,['detectable_content:postscript'],[{'postscript_marker': 'P.S.'}]
2628,"Write a funny note to McQueen, using <br> to separate lines. Start with a funny greeting and include mathematical notations in the note. At the end of your response, explicitly add a postscript starting with P.P.S",['detectable_content:postscript'],[{'postscript_marker': 'P.P.S'}]
2637,Write a casual summary of the U.S. maternity leave policy with two sections (Section 1 and Section 2) and at least 25 sentences.,"['detectable_format:multiple_sections', 'length_constraints:number_sentences']","[{'section_spliter': 'Section', 'num_sections': 2}, {'relation': 'at least', 'num_sentences': 25}]"
2649,"Given that the French Revolution began because the French King tried to tax the people of France, ask a question about this fact. Do not use words ""revolution"" and ""tax"" throughout your response. Put your entire answer in JSON format.","['detectable_format:json_format', 'keywords:forbidden_words']","[{}, {'forbidden_words': ['revolution', 'tax']}]"
2653,"Please write the answer to this question in markdown as a song: To what constituency was David Cameron appealing when he announced his plans for a referendum on British membership of the European Union? Make sure your song contains the letter j at least once, and use exactly 3 bullet points in markdown format in the song.","['keywords:letter_frequency', 'detectable_format:number_bullet_lists']","[{'let_relation': 'at least', 'letter': 'j', 'let_frequency': 1}, {'num_bullets': 3}]"
2662,"Write a tweet for the president of the United States. The tweet should include the keywords ""engages"" and ""lightly"".",['keywords:existence'],"[{'keywords': ['engages', 'lightly']}]"
2667,"Please elaborate on the following text: ""It's not a bug, it's a feature!"" Write exactly 2 bullet points in markdown format. Use ""*"" to indicate a bullet point. One example bullet:
* It's not a bug",['detectable_format:number_bullet_lists'],[{'num_bullets': 2}]
2674,A young couple that just got married is going to Seattle for two days. They're flying from New York. Could you write them an itinerary? Use less than 10 sentences. Please make sure that all punctuations are legit.,['length_constraints:number_sentences'],"[{'relation': 'less than', 'num_sentences': 10}]"
2677,"Write a limerick about a guy named Dave that is funny to moms. The limerick should end with the phrase ""Yes Mom, I am Dave."" Do not say anything after the limerick.",['startend:end_checker'],"[{'end_phrase': 'Yes Mom, I am Dave.'}]"
2683,"I've got a collection of military insignia that I'd like to get rid of, but I don't know how. Can you help me? Give exactly two different responses, separating them with 6 asterisk symbols (******). Your answer must contain a title, wrapped in double angular brackets, such as <<my title>>. Include the keywords ""adoption"" and ""carriage"" somewhere in your response.","['combination:two_responses', 'detectable_format:title', 'keywords:existence']","[{}, {}, {'keywords': ['adoption', 'carriage']}]"
2685,"Please give me some recommendations for good books about the history of the United States. Your response should be completely in Kannada, no other language is allowed.",['language:response_language'],[{'language': 'kn'}]
2691,"Write a cover letter for a job in Ventura that is funny and would be enjoyed by someone named Darius, wrap the entire response in double quotation marks.",['startend:quotation'],[{}]
2704,"Write a haiku about foolish behavior in the form of a question, for an audience of young readers. It should include the topic of not studying. Give exactly two different responses, separated by 6 asterisk symbols (******), and include a title wrapped in double angular brackets, i.e. <<title>>. Do not use commas.","['combination:two_responses', 'detectable_format:title', 'punctuation:no_comma']","[{}, {}, {}]"
2713,"We are a company that sells a product that makes it easy to find and book a hotel room. We are looking for a print ad that will be placed in a magazine that is aimed at people who travel a lot. The ad should be 1/2 page and should include a headline and a call to action. Please do not use any commas in your response.

Before saying anything or giving your answer, please repeat the exact entire request above.","['combination:repeat_prompt', 'punctuation:no_comma']","[{'prompt_to_repeat': 'We are a company that sells a product that makes it easy to find and book a hotel room. We are looking for a print ad that will be placed in a magazine that is aimed at people who travel a lot. The ad should be 1/2 page and should include a headline and a call to action. Please do not use any commas in your response.'}, {}]"
2716,"Write a cover letter for a job in a tech company. Make sure to use the word ""the"" once or less.",['keywords:frequency'],"[{'relation': 'less than', 'keyword': 'the', 'frequency': 2}]"
2724,"Write a document entirely in the Portuguese language, no other language is allowed, about Adam and Eve. Additionally, make sure to wrap your entire response with double quotation marks.","['language:response_language', 'startend:quotation']","[{'language': 'pt'}, {}]"
2728,Write a song about the benefits of eating your vegetables. Please make sure it is in English and that all of the letters are lowercase.,['change_case:english_lowercase'],[{}]
2736,"Write a rant about how an asteroid killed the dinosaurs in all capital letters and in English. End the rant with the phrase ""What would happen to human next?"" and no other words should follow this phrase.","['change_case:english_capital', 'startend:end_checker']","[{}, {'end_phrase': 'What would happen to human next?'}]"
2739,"Write a limerick about the word ""limerick"". Make sure it is funny and includes the words ""limerick"" and ""funny"". Do not use any commas.
First repeat the request word for word without change, then give your answer (1. do not say any words or characters before repeating the request; 2. the request you need to repeat does not include this sentence)","['combination:repeat_prompt', 'punctuation:no_comma']","[{'prompt_to_repeat': 'Write a limerick about the word ""limerick"". Make sure it is funny and includes the words ""limerick"" and ""funny"". Do not use any commas.'}, {}]"
2749,"Write a blog post about the benefits of using a digital marketing agency, make sure to write at least 20 sentences.",['length_constraints:number_sentences'],"[{'relation': 'at least', 'num_sentences': 20}]"
2751,Write a description for the Pixel 3A smartphone with at least 400 words. Wrap your entire response with double quotation marks.,"['length_constraints:number_words', 'startend:quotation']","[{'relation': 'at least', 'num_words': 400}, {}]"
2752,"The opposite of youth is not age, but ...? Highlight at least 2 sections in your answer with markdown, i.e. *highlighted section*.",['detectable_format:number_highlighted_sections'],[{'num_highlights': 2}]
2759,Write a description of the following data in a weird style: The Golden Palace eatType restaurant; The Golden Palace food Indian; The Golden Palace area city centre. Use markdown to highlight at least 3 sections in your answer.,['detectable_format:number_highlighted_sections'],[{'num_highlights': 3}]
2765,"Write a proposal for a research project on the impact of the liberian civil war on the country's economy. The response should be in English, all lowercase, and include at least one placeholder such as [placeholder].","['change_case:english_lowercase', 'detectable_content:number_placeholders']","[{}, {'num_placeholders': 1}]"
2768,Write a template that I can use to ask my manager about the budgets for the next quarter. The template should include the letter q at least 5 times.,['keywords:letter_frequency'],"[{'let_relation': 'at least', 'letter': 'q', 'let_frequency': 5}]"
2779,"Make a list of ways to say the following sentence more professionally: ""Hey bautista, let me know if you need any help with the graphs."" Also, make sure the letter q appears less than 5 times in your response.",['keywords:letter_frequency'],"[{'let_relation': 'less than', 'letter': 'q', 'let_frequency': 5}]"
2780,Can you provide me with the timetable for the next train to London? Please respond in less than 6 sentences.,['length_constraints:number_sentences'],"[{'relation': 'less than', 'num_sentences': 6}]"
2785,What is inside Shinto shrines? Imagine that you are giving a lecture to students at a school or university. Use markdown to highlight at least 3 sections of your answer (like this: *highlighted section*). Your answer must also contain at least 3 placeholders (an example of a placeholder is [address]).,"['detectable_format:number_highlighted_sections', 'detectable_content:number_placeholders']","[{'num_highlights': 3}, {'num_placeholders': 3}]"
2787,What are the steps to get the GNSS timestamp on Android? Explain this to teenagers using at least 4 sentences and make sure the letter n appears at least 3 times.,"['keywords:letter_frequency', 'length_constraints:number_sentences']","[{'let_relation': 'at least', 'letter': 'n', 'let_frequency': 3}, {'relation': 'at least', 'num_sentences': 4}]"
279,"write a haiku about ireland in the style of basho. include a title wrapped in double angular brackets, i.e. <<title>>. your entire response should be in lowercase english and contain the letter g at least 8 times.","['change_case:english_lowercase', 'keywords:letter_frequency', 'detectable_format:title']","[{}, {'let_relation': 'at least', 'letter': 'g', 'let_frequency': 8}, {}]"
2790,"Write a funny rap about a man who gets a call from an official saying that he is a long lost relative of the king of Nigeria. Use markdown to highlight at least one section of your answer, i.e. *highlighted section*.",['detectable_format:number_highlighted_sections'],[{'num_highlights': 1}]
2798,Write a list of the top 10 facts about the UK without using commas.,['punctuation:no_comma'],[{}]
2801,"Rewrite the following blog as a list of exactly 4 bullet points: ""The world is a beautiful place. The sun is shining, the birds are singing, and the flowers are blooming. It's a perfect day to go outside and enjoy all that nature has to offer."" The bullet points should be in markdown such as:
* Bullet point 1
* Bullet point 2",['detectable_format:number_bullet_lists'],[{'num_bullets': 4}]
2807,"Write a weird ad for a copyright infringement lawyer who represents witches. Use only lowercase letters. Your answer must contain a title, wrapped in double angular brackets, i.e. <<title>>.",['detectable_format:title'],[{}]
281,Write a joke about xml with a setup and a punchline. Wrap your entire response in double quotation marks.,['startend:quotation'],[{}]
